User ID,Prompt
000da2a7,"Previously, the user has taken the following courses: Introduction to Reproduction, The Evolving Universe, Researcher Management and Leadership Training, Voices of Social Change. In the future, the user wants to take ""Leadership Through Social Influence"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00104767,"Previously, the user has taken the following courses: The Introduction to Quantum Computing, Introduction to Cloud Computing, AWS Fundamentals: Migrating to the Cloud, Cloud Computing Fundamentals on Alibaba Cloud, Essential Google Cloud Infrastructure: Foundation, Essential Google Cloud Infrastructure: Foundation. In the future, the user wants to take ""Essential Google Cloud Infrastructure: Foundation"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00143ea1,"Previously, the user has taken the following courses: Excel Skills for Business: Essentials, Spreadsheets for Beginners using Google Sheets, Mastering Data Analysis in Excel, Data Management and Visualization, Data Visualization with Python, Data Visualization with Python, Data Visualization with Python. In the future, the user wants to take ""Data Visualization with Python"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00166be9,"Previously, the user has taken the following courses: Generative Design for Performance and Weight Reduction, Data Analysis Tools, Quantitative Formal Modeling and Worst-Case Performance Analysis, Qualitative Comparative Analysis (QCA). In the future, the user wants to take ""Data Analysis and Reporting in SAS Visual Analytics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00171728,"Previously, the user has taken the following courses: Excel/VBA for Creative Problem Solving, Part 3 (Projects), Create a Simple Project Timeline in Google Sheets, Create a Simple Gantt Chart using Google Sheets, Data Science at Scale - Capstone Project. In the future, the user wants to take ""Building Candlestick Charts with Tableau"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0018888a,"Previously, the user has taken the following courses: Data Visualization and Dashboards with Excel and Cognos, Creating a Student Profile in Google Docs, Exploring Light: Hands-on Activities and Strategies for Teachers, The Place of Music in 21st Century Education, The Art of Music Production, The Art of Music Production, The Art of Music Production. In the future, the user wants to take ""The Art of Music Production"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
001ae0ca,"Previously, the user has taken the following courses: Introduction to Meteor.js Development, Statistical Mechanics: Algorithms and Computations, Particle Physics: an Introduction, Statistical Thermodynamics: Molecules to Machines. In the future, the user wants to take ""Fundamentals of Macroscopic and Microscopic Thermodynamics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
001f1034,"Previously, the user has taken the following courses: Business English: Finance and Economics, Strategic Leadership and Management Capstone, Business English: Management and Leadership, On Strategy : What Managers Can Learn from Philosophy - PART 1. In the future, the user wants to take ""Managing the Organization"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0021b733,"Previously, the user has taken the following courses: AWS Fundamentals: Going Cloud-Native, AWS Fundamentals: Building Serverless Applications, Google Cloud Platform Fundamentals for AWS Professionals, Essential Google Cloud Infrastructure: Foundation, Essential Google Cloud Infrastructure: Foundation, Essential Google Cloud Infrastructure: Foundation. In the future, the user wants to take ""AWS Fundamentals: Migrating to the Cloud"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00254c9c,"Previously, the user has taken the following courses: International Business Capstone, Management Skills for International Business, Business English: Capstone Project, Global Challenges in Business Capstone. In the future, the user wants to take ""Better Business Writing in English"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
002685cd,"Previously, the user has taken the following courses: Buddhism and Modern Psychology, Introduction to Psychology, Introduction to Psychology, Emotions: a Philosophical Introduction, How Things Work: An Introduction to Physics. In the future, the user wants to take ""Introduction to Engineering Mechanics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
002e4139,"Previously, the user has taken the following courses: Cybersecurity Capstone:  Breach Response Case Studies, Cybersecurity Capstone:  Breach Response Case Studies, Cybersecurity Capstone Project, Capstone: Your Story, Systems Biology and Biotechnology Capstone. In the future, the user wants to take ""Capstone: Creating A Sustainability Proposal"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
002e6796,"Previously, the user has taken the following courses: Optimizing Machine Learning Performance, Machine Learning for Data Analysis, Data Analysis Tools, Excel Basics for Data Analysis. In the future, the user wants to take ""Exploratory Data Analysis with MATLAB"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0032347e,"Previously, the user has taken the following courses: The Power of Markets II: Market Structure and Firm Behavior, Firm Level Economics: Markets and Allocations, Financial Regulation in Emerging Markets and the Rise of Fintech Companies, Country Level Economics: Policies, Institutions, and Macroeconomic Performance. In the future, the user wants to take ""FinTech and the Transformation in Financial Services"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0033d42c,"Previously, the user has taken the following courses: Legal aspects of conducting business in Russia, Building a Toolkit for Your Sales Process, Sales Pitch and Closing, Marketing Strategy for Entrepreneurs. In the future, the user wants to take ""Marketing Strategy Capstone Project"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
003784ad,"Previously, the user has taken the following courses: Innovation Through Design: Think, Make, Break, Repeat, Design Thinking for the Greater Good: Innovation in the Social Sector, Becoming a changemaker: Introduction to Social Innovation, Creativity, Innovation and Transformation. In the future, the user wants to take ""Leading Innovation in Arts and Culture"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00382fcd,"Previously, the user has taken the following courses: Value Chain Management Capstone, Strategic Sourcing, Procurement & Sourcing Introduction, Supply Chain Sourcing. In the future, the user wants to take ""Supply Chain Operations"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
003ab2aa,"Previously, the user has taken the following courses: Philosophy, Science and Religion: Religion and Science, Agriculture, Economics and Nature, Business Model Innovation for Sustainable Landscape Restoration, Sustainable Innovation for Subsistence Marketplaces. In the future, the user wants to take ""Sustainable Business Enterprises"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
003defdf,"Previously, the user has taken the following courses: Statistics for Genomic Data Science, Python for Genomic Data Science, Practical Introduction to the Command Line, Command Line Tools for Genomic Data Science. In the future, the user wants to take ""Application Systems Programming"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
003e49a8,"Previously, the user has taken the following courses: Mountains 101, History of Rock, Part Two, Paleontology: Theropod Dinosaurs and the Origin of Birds, Introduction to Reproduction. In the future, the user wants to take ""Evolution: A Course for Educators"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
003fe071,"Previously, the user has taken the following courses: Taking Safety and Quality Improvement Work to the Next Level (Patient Safety VII), Take the Lead on Healthcare Quality Improvement, Bridging healthcare and society, Healthcare Data Quality and Governance. In the future, the user wants to take ""Foundations for Global Health Responders"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
004034d6,"Previously, the user has taken the following courses: Parallel programming, Advanced Algorithms and Complexity, Solving Algorithms for Discrete Optimization, Mathematics for Machine Learning: Linear Algebra. In the future, the user wants to take ""Matrix Methods"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00409465,"Previously, the user has taken the following courses: Songwriting: Writing the Lyrics, Songwriting: Writing the Lyrics, The Art of Music Production, The Art of Music Production, The Art of Music Production, The Art of Music Production, Today�s Music Industry, Cultural and creative industries. In the future, the user wants to take ""Arts and Heritage Management"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
004262ba,"Previously, the user has taken the following courses: Create an FPS Weapon in Unity (Part 1 - Revolver), Create a Coin Pick-Up and Spending Mechanics in Unity, Java Primitive Types to Calculate Expenses, Java Decision Programming, Object Oriented Programming in Java. In the future, the user wants to take ""Object Oriented Programming in Java"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0045bc19,"Previously, the user has taken the following courses: Introduction to HTML5, Web of Data, Data Management for Clinical Research, Tools for Data Science, Tools for Data Science. In the future, the user wants to take ""Cloud Systems Software"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0046242b,"Previously, the user has taken the following courses: Mastering Software Development in R Capstone, AI Capstone Project with Deep Learning, Capstone MOOC for ""Android App Development"", A Complete Reinforcement Learning System (Capstone). In the future, the user wants to take ""Introduction to Particle Accelerators (NPAP MOOC)"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0046b853,"Previously, the user has taken the following courses: Writing and Editing: Drafting, Memoir and Personal Essay: Managing Your Relationship with the Reader, Getting Started with Essay Writing, Writing a Personal Essay. In the future, the user wants to take ""Reason and Persuasion: Thinking Through Three Dialogues By Plato"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00484b5e,"Previously, the user has taken the following courses: Financing and Investing in Infrastructure, Forecasting, Budgeting, Territories, Evaluation and Legal/Ethical Issues, Creative Problem Solving, Evaluating Problems. In the future, the user wants to take ""Problem Solving Using Computational Thinking"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0048bbaa,"Previously, the user has taken the following courses: Convolutional Neural Networks in TensorFlow, Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning, TensorFlow for AI: Get to Know Tensorflow, Natural Language Processing in TensorFlow. In the future, the user wants to take ""TensorFlow for AI: Computer Vision Basics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
004d709c,"Previously, the user has taken the following courses: Build Your First React Website, Getting Started with Azure DevOps Boards, AWS Fundamentals: Migrating to the Cloud, Google Cloud Platform Fundamentals for AWS Professionals. In the future, the user wants to take ""Cloud Computing Security"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
004e096e,"Previously, the user has taken the following courses: Implementing Parent Feedback with Google Forms, Practical Guide to Navigating Professional Relationships, SEL for Students: A Path to Social Emotional Well-Being, Get Organized: How to be a Together Teacher. In the future, the user wants to take ""Teacher SEL: Programs, Possibilities, and Contexts"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
004e9fc5,"Previously, the user has taken the following courses: Introduction to G Suite, G Suite Security, Mitigating Security Vulnerabilities on Google Cloud Platform, API Security on Google Cloud's Apigee API Platform. In the future, the user wants to take ""API Development on Google Cloud's Apigee API Platform"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
004eafd8,"Previously, the user has taken the following courses: Marketing Management II, Marketing: Customer Needs and Wants, Marketing Management I, Brand & Content Marketing. In the future, the user wants to take ""The Marketing Plan"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00533a54,"Previously, the user has taken the following courses: Use WordPress to Create a Blog for your Business, Edit Your Photos for Social Media Marketing using PicsArt, Social Business Model and Planning for Social Innovation, Social Media Advertising. In the future, the user wants to take ""Unleashing the Impact of your Social Enterprise"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00541c3f,"Previously, the user has taken the following courses: Implementing SOLID Principles in C# with .NET Core, Intermediate Object-Oriented Programming with Java, Intermediate Object-Oriented Programming for Unity Games, Introduction to Game Development. In the future, the user wants to take ""Introduction to Basic Game Development using Scratch"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00542b56,"Previously, the user has taken the following courses: Implementing SOLID Principles in C# with .NET Core, Control physics with C# in Unity, Modeling and Design for Mechanical Engineers with Autodesk Fusion 360, Rigid Body Dynamics. In the future, the user wants to take ""Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00578bf1,"Previously, the user has taken the following courses: Fundamentals of Machine Learning in Finance, Corporate Finance Essentials, Corporate finance: Know your numbers 2, Corporate Finance I: Measuring and Promoting Value Creation. In the future, the user wants to take ""Corporate Finance II: Financing Investments and Managing Risk"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
005948ed,"Previously, the user has taken the following courses: ICT in Primary Education: Transforming children's learning across the curriculum, The Impact of Technology, Forensic Accounting and Fraud Examination, Innovative Finance: Hacking finance to change the world. In the future, the user wants to take ""Innovating in a Digital World"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
005c43b7,"Previously, the user has taken the following courses: Practical Guide to Navigating Professional Relationships, Strategies for Effective Engagement, Exploring Light: Hands-on Activities and Strategies for Teachers, Communication theory: bridging academia and practice. In the future, the user wants to take ""Journey Conversations: Weaving Knowledge and Action"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0060583f,"Previously, the user has taken the following courses: Finance for Everyone Capstone Project, Strategic Management - Capstone Project, Global Challenges in Business Capstone, Marketing Strategy Capstone Project. In the future, the user wants to take ""Capstone Project: Business Technology Management"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00605c41,"Previously, the user has taken the following courses: Matrix Methods, Matrix Algebra for Engineers, Principles of Computing (Part 1), Matrix Factorization and Advanced Techniques. In the future, the user wants to take ""Algorithms, Part II"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00624f41,"Previously, the user has taken the following courses: Psychodiagnostics and Psychological Assessment, Medical Diagnosis using Support Vector Machines, AI for Medical Diagnosis, AI For Everyone. In the future, the user wants to take ""AI for Medical Prognosis"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00656959,"Previously, the user has taken the following courses: Behavior Driven Development with Selenium and Cucumber, The AI Ladder: A Framework for Deploying AI in your Enterprise, Java Programming: Solving Problems with Software, Java Programming: Solving Problems with Software, Technology Commercialization, Part 1: Setting up your Idea Filtering System. In the future, the user wants to take ""Java Programming: Build a Recommendation System"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00658e8e,"Previously, the user has taken the following courses: UX and Interface Design for Embedded Systems, Introduction to User Experience Design, Think Again I: How to Understand Arguments, User Experience: Research & Prototyping. In the future, the user wants to take ""Understanding User Needs"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0066839b,"Previously, the user has taken the following courses: Principles of Photo Composition and Digital Image Post-Production, Fundamentals of Digital Image and Video Processing, Imagery, Automation, and Applications, Embedded Software and Hardware Architecture. In the future, the user wants to take ""Service-Oriented Architecture"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
006a23fc,"Previously, the user has taken the following courses: Create Animation Transitions in Unity (Intro to Animation 2), Create an FPS Weapon in Unity (Part 2 - Firing Effects), Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation, Introduction to Advanced Vibrations. In the future, the user wants to take ""Create an FPS Weapon in Unity (Part 3 -Damage Effects)"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
006ac76c,"Previously, the user has taken the following courses: Finance for Everyone Capstone Project, Cybersecurity Capstone Project, Strategic Management - Capstone Project, Advanced System Security Topics. In the future, the user wants to take ""Systems and Application Security"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
006cf159,"Previously, the user has taken the following courses: Fundamentals of Music Theory, The Importance and Power of Music in our Society, Today�s Music Industry, Copyright Law in the Music Business, Copyright Law in the Music Business. In the future, the user wants to take ""Russian company law. Capital & Financing of legal entities"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
006d599d,"Previously, the user has taken the following courses: Apply Generative Adversarial Networks (GANs), Browser-based Models with TensorFlow.js, TensorFlow for CNNs: Learn and Practice CNNs, Convolutional Neural Networks in TensorFlow. In the future, the user wants to take ""Introduction to TensorFlow"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
006ee6ab,"Previously, the user has taken the following courses: Forecasting Skills: See the Future Before it Happens, Career Success Project, Accounting and Finance for IT professionals, Accounting, Business and Society:  The Multi-faceted Role of Accounting. In the future, the user wants to take ""Managing the Organization"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
006f530f,"Previously, the user has taken the following courses: International Hospitality & Healthcare Services Marketing, International Marketing Entry and Execution, International Business I, Doing Business in China Capstone. In the future, the user wants to take ""Social Marketing Capstone Project"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
006faffb,"Previously, the user has taken the following courses: Research for Impact, From Climate Science to Action, Communicating Climate Change and Health, Climate Adaptation in Africa. In the future, the user wants to take ""Climate Adaptation for Human Health"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00705db3,"Previously, the user has taken the following courses: Introduction to Physical Chemistry, Statistical Mechanics: Algorithms and Computations, Statistical Molecular Thermodynamics, Introduction to Chemistry:  Structures and Solutions. In the future, the user wants to take ""Particle Physics: an Introduction"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0070f1da,"Previously, the user has taken the following courses: Challenging Forensic Science: How Science Should Speak to Court, Data Science Ethics, Social Computing, Big Data, Artificial Intelligence, and Ethics. In the future, the user wants to take ""Computational Social Science Capstone Project"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0073f929,"Previously, the user has taken the following courses: Understanding Obesity, Diabetes � the Essential Facts, Easing the burden of obesity, diabetes and cardiovascular disease, Global Health Policy. In the future, the user wants to take ""Population Health: Health & Health Behaviour"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00774be0,"Previously, the user has taken the following courses: Refugees in the 21st Century, Public Health in Humanitarian Crises 1, Foundations of Public Health Practice: Health Protection, Protecting Public Health in a Changing Climate:  A Primer for City, Local, and Regional Action. In the future, the user wants to take ""Foundations of Public Health Practice: The Public Health Toolkit"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
007e59aa,"Previously, the user has taken the following courses: Create a Google Video Ads Sequence Campaign, Annual Campaigns: Building a Case for Support, Cities are back in town : urban sociology for a globalizing urban world, Public Policy Challenges of the 21st Century. In the future, the user wants to take ""Protecting Public Health in a Changing Climate:  A Primer for City, Local, and Regional Action"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
007ec67b,"Previously, the user has taken the following courses: Subsistence Marketplaces, Sustainable Vikings:  Sustainability & Corporate Social Responsibility in Scandinavia, Global sustainability and corporate social responsibility: Be sustainable, Management of International Development: Towards Agenda 2030. In the future, the user wants to take ""The Global Financial Crisis"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
007f8c40,"Previously, the user has taken the following courses: Cybersecurity and the X-Factor, The Foundations of Cybersecurity, Cybersecurity Awareness and Innovation, Introduction to Cybersecurity Tools & Cyber Attacks, Introduction to Cybersecurity Tools & Cyber Attacks. In the future, the user wants to take ""Palo Alto Networks Cybersecurity Essentials I"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
007fddc8,"Previously, the user has taken the following courses: Getting Started With Music Theory, English/French Translator: Long Short Term Memory Networks, Getting started with TensorFlow 2, Transfer Learning for NLP with TensorFlow Hub. In the future, the user wants to take ""Miracles of Human Language: An Introduction to Linguistics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00809ab6,"Previously, the user has taken the following courses: Data Privacy Fundamentals, Security and Privacy for Big Data - Part 2, Artificial Intelligence Ethics in Action, Privacy in the USA. In the future, the user wants to take ""Machine Learning: Create a Neural Network that Predicts whether an Image is a Car or Airplane."". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00816efb,"Previously, the user has taken the following courses: AutoML for Computer Vision with Microsoft Custom Vision, Automating Real-World Tasks with Python, Production Machine Learning Systems, Machine Learning With Big Data. In the future, the user wants to take ""Big Data - Capstone Project"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0082b0ad,"Previously, the user has taken the following courses: Improving Your Statistical Questions, Using Google Forms to Analyze User Research Data, Learning How To Learn for Youth, Using Google Forms for Student Success. In the future, the user wants to take ""Lesson | Understand and Be Understood on the Phone"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0082e19d,"Previously, the user has taken the following courses: Songwriting: Writing the Lyrics, Songwriting: Writing the Lyrics, Sharpened Visions: A Poetry Workshop, Ignite Your Everyday Creativity, Creativity And Entrepreneurship. In the future, the user wants to take ""Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00836323,"Previously, the user has taken the following courses: Applied Plotting, Charting & Data Representation in Python, Mining Data to Extract and Visualize Insights in Python, Statistical Data Visualization in Python, Text Mining and Analytics. In the future, the user wants to take ""Applied Text Mining in Python"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00837db3,"Previously, the user has taken the following courses: Market and Competition in Pricing Strategy, Firm Level Economics: Markets and Allocations, The Power of Markets II: Market Structure and Firm Behavior, Federalism & Decentralization: Evaluating Africa's Track Record. In the future, the user wants to take ""Country Level Economics: Policies, Institutions, and Macroeconomic Performance"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00849ae6,"Previously, the user has taken the following courses: Introduction to Containers w/ Docker, Kubernetes & OpenShift, Building Containerized Applications on AWS, Google Cloud Platform Fundamentals for AWS Professionals, Google Cloud Product Fundamentals. In the future, the user wants to take ""How Google does Machine Learning"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00892d5b,"Previously, the user has taken the following courses: Political Economy of Institutions and Development, IS/IT Governance, Leading Organizations, International Organizations Management. In the future, the user wants to take ""International Business I"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
008a6fa4,"Previously, the user has taken the following courses: First Steps in Linear Algebra for Machine Learning, Mathematics for Machine Learning: Linear Algebra, Algorithms, Part II, Data Mining Project. In the future, the user wants to take ""Data Science in Real Life"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
008ac277,"Previously, the user has taken the following courses: Spanish Vocabulary: Meeting People, Lesson | Understand and Be Understood on the Phone, Lesson | Business English Skills: Introducing Yourself in Business Settings, English for Effective Business Speaking. In the future, the user wants to take ""Business English: Final Project"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
008b9b4d,"Previously, the user has taken the following courses: Generative Design for Part Consolidation, Engineering Design Process with Autodesk Fusion 360, Generative Design for Industrial Applications, Machine Design Part I. In the future, the user wants to take ""Intermediate Grammar Project"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
008c4ca7,"Previously, the user has taken the following courses: Better Business Writing in English, Business English: Capstone Project, Business English: Management and Leadership, Teach English Now! Foundational Principles, Teach English Now! Foundational Principles, Teach English Now! Lesson Design and Assessment. In the future, the user wants to take ""Teach English Now! Lesson Design and Assessment"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
008cb523,"Previously, the user has taken the following courses: The Language of Design: Form and Meaning, English Composition I, Write Like Mozart: An Introduction to Classical Music Composition, Learn to Teach Java:  Writing Classes and Arrays. In the future, the user wants to take ""Techniques for Teaching Adjectives and Adjective Clauses"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
008f3204,"Previously, the user has taken the following courses: Gut Check: Exploring Your Microbiome, Bacteria and Chronic Infections, Epidemics, Epidemics, Pandemics and Outbreaks. In the future, the user wants to take ""Non-Communicable Diseases in Humanitarian Settings"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0090699d,"Previously, the user has taken the following courses: Decentralized Applications (Dapps), Distributed Programming in Java, Java Programming: Solving Problems with Software, Java Programming: Solving Problems with Software, Experimental Methods in Systems Biology. In the future, the user wants to take ""Methods for Solving Problems"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0090cbe8,"Previously, the user has taken the following courses: Sales Management, Sales Training: Inbound Business Strategy, Advanced Business Strategy, Sales Strategy. In the future, the user wants to take ""Strategic Sourcing"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
0092510d,"Previously, the user has taken the following courses: Operating Systems and You: Becoming a Power User, Work Smarter, Not Harder: Time Management for Personal & Professional Productivity, Critical Perspectives on Management, Planning: Principled, Proposing, Proofing, and Practicing to a Success Plan. In the future, the user wants to take ""Urgent Optimism: How to Turn Foresight into Action"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00930719,"Previously, the user has taken the following courses: Reverse and complement nucleic acid sequences (DNA, RNA) using Python, Plant Bioinformatics, Bioinformatics Capstone: Big Data in Biology, Data Management for Clinical Research. In the future, the user wants to take ""Precision Medicine"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00935920,"Previously, the user has taken the following courses: Information Visualization: Applied Perception, Infonomics I: Business Information Economics and Data Monetization, The Power of Markets III: Input Markets and Promoting Efficiency, Oil & Gas Industry Operations and Markets. In the future, the user wants to take ""Natural Gas"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
00948c9c,"Previously, the user has taken the following courses: Law in the Time of COVID-19: A Northwestern Teach-Out, Plagues, Witches, and War: The Worlds of Historical Fiction, Memoir and Personal Essay: Managing Your Relationship with the Reader, Fundamentals of the Chinese character writing. Part 2. In the future, the user wants to take ""Creating an Interactive Story with Flutter"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
009533ae,"Previously, the user has taken the following courses: Cloud Computing Concepts: Part 2, AWS Fundamentals: Migrating to the Cloud, Cloud Computing Security, Cloud Networking. In the future, the user wants to take ""Cloud Systems Software"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
009547c7,"Previously, the user has taken the following courses: Medical Technology and Evaluation, The Outcomes and Interventions of Health Informatics, Healthcare Data Models, Healthcare Data Literacy. In the future, the user wants to take ""Data Science in Stratified Healthcare and Precision Medicine"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
